213134,Premium Surat Berharga Syariah Negara dalam Valuta Asing,,,
215111,Kewajiban Transfer ke Daerah,,,
215112,Kewajiban Dana Desa,,,
215121,Kewajiban Transfer ke Daerah Diestimasi,,,
215122,Kewajiban Dana Desa Diestimasi,,,
219821,Talangan Dana Cadangan Subsidi,,,
219822,Talangan Dana Cadangan DBH,,,
219823,Talangan Dana Cadangan PMN,,,
219934,Utang Escrow dana Penyertaan Modal Negara (PMN),,,
219935,Utang Pengembalian Escrow Pajak,,,
219936,Utang Pengembalian Escrow PNBP,,,
219944,Utang Jangka Pendek sementara karena kesalahan Sistem Perbankan,,,
219993,Pembiayaan Pinjaman Program yang Ditangguhkan,,,
219994,Pembiayaan Pinjaman Proyek yang Ditangguhkan,,,
22,KEWAJIBAN JANGKA PANJANG,,,
221111,Utang Perbankan Jangka Panjang,,,
221112,Utang Jangka Panjang-Pinjaman Dalam Negeri,,,
221121,Utang Perbankan Jangka Panjang BLU,,,
221211,Utang Dalam Negeri Obligasi Negara Dalam Rupiah,,,
221221,Utang Dalam Negeri Obligasi Negara Dalam Valuta Asing,,,
221231,Surat Berharga Syariah Negara Jangka Panjang dalam Rupiah,,,
221241,Surat Berharga Syariah Negara Jangka Panjang dalam Valuta Asing,,,
221251,Discount Obligasi Negara - dalam rupiah,,,
221252,Discount Obligasi Negara - dalam valuta asing,,,
221253,Discount SBSN - dalam rupiah,,,
221254,Discount SBSN - dalam valuta asing,,,
221261,Premium Obligasi Negara - dalam rupiah,,,
221262,Premium Obligasi Negara - dalam valuta asing,,,
221263,Premium SBSN - dalam rupiah,,,
221264,Premium SBSN - dalam valuta asing,,,
221311,Utang Kepada Dana Pensiun dan THT,,,
221919,Utang Jangka Panjang Dalam Negeri Lainnya,,,
221929,Utang Jangka Panjang Dalam Negeri Lainnya BLU,,,
222111,Utang Bilateral,,,
222112,Utang Multilateral,,,
222113,Utang Kredit Ekspor,,,
222114,Utang Kredit Komersial,,,
222115,Utang Program,,,
,,,,
Hal :,10,,,
,,,,
KODE AKUN (BAGAN AKUN STANDAR),,,,
,,,,
222116,Utang Proyek,,,
222119,Utang Jangka Panjang Luar Negeri Perbankan Lainnya,,,
222211,Utang Sewa Beli,,,
222221,Utang Obligasi Negara dalam Rupiah,,,
222231,Utang Obligasi Negara dalam Valuta Asing,,,
222241,Utang Surat Berharga Syariah Negara dalam Rupiah,,,
222251,Utang Surat Berharga Syariah Negara dalam Valuta asing,,,
222261,Discount Obligasi Negara dalam Rupiah,,,
222262,Discount Obligasi Negara dalam Valuta Asing,,,
222263,Discount SBSN dalam Valuta Asing,,,
222264,Discount SBSN dalam Rupiah,,,
222271,Utang Sewa Beli,,,
222272,Premium Obligasi Negara dalam Valuta Asing,,,
222273,Premium SBSN dalam Valuta Asing,,,
222274,Premium SBSN dalam Rupiah,,,
222311,Utang Jangka Panjang Luar Negeri Lain-lain,,,
231111,Dicadangkan untuk Komitmen Belanja,,,
31,EKUITAS DANA LANCAR,,,
311111,S A L,,,
311211,SILPA,,,
311212,Koreksi pendapatan tahun anggaran yang lalu,,,
311213,Koreksi belanja tahun anggaran yang lalu,,,
311214,Surplus/Defisit,,,
311215,Pembiayaan Netto,,,
311221,Dana Lancar BLU,,,
311291,Dana Lancar lainnya,,,
311311,Cadangan Piutang,,,
311321,Cadangan Piutang BLU,,,
311411,Cadangan Persediaan,,,
311421,Cadangan Persediaan BLU,,,
311511,Pendapatan yang ditangguhkan,,,
311521,Pendapatan yang ditangguhkan BLU,,,
311611,Dana yang harus disediakan untuk pembayaran Utang Jangka Pendek,,,
311621,Dana yang harus disediakan untuk pembayaran Utang Jangka Pendek BLU,,,
311711,Selisih Kurs,,,
311712,Selisih Kurs Yang Belum Terealisasi Satker Perwakilan RI/Atase Teknis,,,
311713,Selisih Kurs Bagian Lancar Piutang Penerusan Pinjaman,,,
311714,Selisih Kurs Bagian Lancar Utang Jangka Panjang Luar Negeri,,,
311721,Keuntungan Kerugian yang Belum Terealisasi - SBN  Stabilisasi Pasar,,,
311722,Keuntungan Kerugian yang Belum Terealisasi - SBN Optimalisasi Kas,,,
311811,Dana Lancar BLU,,,
311911,Ekuitas Dana Lancar Lainnya dari Hibah Langsung,,,
311912,Dana Lancar Lainnya,,,
312111,Barang/Jasa Yang Harus Diterima,,,
312211,Barang/Jasa Yang Harus Diserahkan,,,
313121,Diterima dari Entitas Lain,,,
313211,Transfer Keluar,,,
313221,Transfer Masuk,,,
32,EKUITAS DANA INVESTASI,,,
321111,Diinvestasikan dalam Investasi Jangka Panjang,,,
321121,Diinvestasikan dalam Investasi Jangka Panjang BLU,,,
,,Hal :,11,
,,,,
KODE AKUN (BAGAN AKUN STANDAR),,,,
,,,,
321211,Diinvestasikan Dalam Aset Tetap,,,
321221,Diinvestasikan Dalam Aset Tetap BLU,,,
321311,Diinvestasikan Dalam Aset Lainnya,,,
321321,Diinvestasikan Dalam Aset Lainnya BLU,,,
321411,Dana Yang Harus Disediakan Untuk Pembayaran Utang Jangka Panjang,,,
321421,Dana Yang Harus Disediakan Untuk Pembayaran Utang Jangka Panjang BLU,,,
321511,Selisih Kurs Bagian Jangka Panjang Utang Luar Negeri,,,
321512,Selisih Kurs Bagian Jangka Panjang Piutang Penerusan Pinjaman,,,
321513,Selisih Kurs Utang jangka Panjang Luar Negeri,,,
33,EKUITAS DANA CADANGAN,,,
331111,Diinvestasikan dalam Dana Cadangan,,,
331121,Diinvestasikan dalam Dana Cadangan BLU,,,
391116,Koreksi Nilai Aset Tetap Non Revaluasi,,,
391119,Koreksi Lainnya,,,
391141,Setoran Surplus BLU,,,
41,PENERIMAAN PERPAJAKAN,,,
411111,Pendapatan PPh Minyak Bumi,,,
411112,Pendapatan PPh Gas Alam,,,
411119,Pendapatan PPh Migas Lainnya,,,
411121,Pendapatan PPh Pasal 21,,,
411122,Pendapatan PPh Pasal 22,,,
411123,Pendapatan PPh Pasal 22 Impor,,,
411124,Pendapatan PPh Pasal 23,,,
411125,Pendapatan PPh Pasal 25/29 Orang Pribadi,,,
411126,Pendapatan PPh Pasal 25/29 Badan,,,
411127,Pendapatan PPh Pasal 26,,,
411128,Pendapatan PPh Final,,,
411129,Pendapatan PPh Nonmigas Lainnya,,,
411131,Pendapatan PPh Fiskal Luar Negeri,,,
411141,Pendapatan PPh pasal 21 Ditanggung Pemerintah,,,
411142,Pendapatan PPh pasal 22 Ditanggung Pemerintah,,,
411143,Pendapatan PPh pasal 22 Impor Ditanggung Pemerintah,,,
411144,Pendapatan PPh pasal 23 Ditanggung Pemerintah,,,
411145,Pendapatan PPh pasal 25/29 Orang Pribadi Ditanggung Pemerintah,,,
411146,Pendapatan PPh pasal 25/29 Badan Ditanggung Pemerintah,,,
411147,Pendapatan PPh pasal 26 Ditanggung Pemerintah,,,
411148,Pendapatan PPh final Ditanggung Pemerintah,,,
411149,Pendapatan PPh non migas lainnya Ditanggung Pemerintah,,,
411211,Pendapatan PPN Dalam Negeri,,,
411212,Pendapatan PPN Impor,,,
411219,Pendapatan PPN Lainnya,,,
411221,Pendapatan PPnBM dalam Negeri,,,
411222,Pendapatan PPnBM Impor,,,
411229,Pendapatan PPnBM Lainnya,,,
411231,Pendapatan PPN Dalam Negeri Ditanggung Pemerintah,,,
411232,Pendapatan PPN Impor Ditanggung Pemerintah,,,
411239,Pendapatan PPN Lainnya Ditanggung Pemerintah,,,
411311,Pendapatan PBB Pedesaan,,,
411312,Pendapatan PBB Perkotaan,,,
411313,Pendapatan PBB Perkebunan,,,
411314,Pendapatan PBB Kehutanan,,,
,,Hal :,12,
,,,,
KODE AKUN (BAGAN AKUN STANDAR),,,,
,,,,
411315,Pendapatan PBB Pertambangan Mineral dan Batubara,,,
411316,Pendapatan PBB  Pertambangan Minyak Bumi dan Gas Bumi,,,
411317,Pendapatan PBB Pertambangan Panas Bumi,,,
411319,Pendapatan PBB Lainnya,,,
411411,Pendapatan BPHTB,,,
411511,Pendapatan Cukai Hasil Tembakau,,,
411512,Pendapatan Cukai Ethyl Alkohol,,,
411513,Pendapatan Cukai Minuman mengandung Ethyl Alkohol,,,
411514,Pendapatan Denda Administrasi Cukai,,,
411519,Pendapatan Cukai Lainnya,,,
411611,Pendapatan Bea Meterai,,,
411612,Pendapatan dari Penjualan Benda Materai,,,
411613,Pendapatan PPn Batubara,,,
411619,Pendapatan Pajak Tidak Langsung Lainnya,,,
411621,Pendapatan Bunga Penagihan PPh,,,
411622,Pendapatan Bunga Penagihan PPN,,,
411623,Pendapatan Bunga Penagihan PPnBM,,,
411624,Pendapatan Bunga Penagihan PTLL,,,
411631,Pendapatan Bunga Penagihan PPh Ditanggung Pemerintah,,,
411632,Pendapatan Bunga Penagihan PPN Ditanggung Pemerintah,,,
412111,Pendapatan Bea Masuk,,,
412112,Pendapatan Bea Masuk ditanggung Pemerintah atas Hibah (SPM Nihil),,,
412113,Pendapatan Denda Administrasi Pabean,,,
412114,Pendapatan Bea Masuk dalam rangka Kemudahan Impor Tujuan Ekspor (KITE),,,
412115,Denda atas sanksi administrasi dari pelaksanaan pengawasan terhadap barang tertentu yang,,,
pengangkutannya di dalam daerah pabean (antar pulau),,,,
412116,Pendapatan BM-DTP,,,
412119,Pendapatan Pabean Lainnya,,,
412121,Pendapatan Bea Masuk Antidumping,,,
412122,Pendapatan Bea Masuk Imbalan,,,
412123,Pendapatan Bea Masuk Tindakan Pengamanan,,,
412211,Pendapatan Bea Keluar,,,
412212,Pendapatan Denda Administrasi Bea Keluar,,,
412213,Pendapatan Bunga Bea Keluar,,,
42,PENERIMAAN NEGARA BUKAN PAJAK,,,
421111,Pendapatan Minyak Bumi,,,
421211,Pendapatan Gas Bumi,,,
421321,Pendapatan Iuran Tetap Pertambangan Mineral dan Batubara ? Eksplorasi,,,
421322,Pendapatan Iuran Tetap Pertambangan Mineral dan Batubara - Operasi Produksi,,,
421323,Pendapatan Iuran Tetap Pertambangan Mineral dan Batubara - Izin Pertambangan Rakyat,,,
421331,Pendapatan Iuran Produksi/Royalti Pertambangan Batubara,,,
421332,Pendapatan Iuran Produksi/Royalti Pertambangan Tembaga,,,
421333,Pendapatan Iuran Produksi/Royalti Pertambangan Emas,,,
421334,Pendapatan Iuran Produksi/Royalti Pertambangan Perak,,,
421335,Pendapatan Iuran Produksi/Royalti Pertambangan Nikel,,,
421336,Pendapatan Iuran Produksi/Royalti Pertambangan Timah,,,
421337,Pendapatan Iuran Produksi/Royalti Pertambangan Besi,,,
421339,Pendapatan Iuran Produksi/Royalti Pertambangan Lainnya,,,
421341,Pendapatan Bagian Pemerintah dari Keuntungan Bersih Pemegang Izin Usaha Pertambangan,,,
Khusus (IUPK),,,,
421411,Pendapatan Dana Reboisasi,,,
,,,,
Hal :,13,,,
,,,,
KODE AKUN (BAGAN AKUN STANDAR),,,,
,,,,
421421,Pendapatan Provisi Sumber Daya Hutan,,,
421435,Pendapatan Iuran Izin Usaha Pemanfaatan Hasil Hutan (IIUPHH),,,
421441,Pendapatan Penggunaan Kawasan Hutan Untuk Kepentingan Pembangunan Di Luar Kegiatan,,,
Kehutanan,,,,
421521,Pendapatan Pungutan Pengusahaan Perikanan Bidang Perikanan Tangkap,,,
421522,Pendapatan Pungutan Pengusahaan Perikanan Bidang Pembudidayaan Ikan,,,
421531,Pendapatan Pungutan Hasil Perikanan,,,
421621,Pendapatan Pengusahaan Panas Bumi,,,
421631,Pendapatan Iuran Tetap Panas Bumi-Eksplorasi,,,
421632,Pendapatan Iuran Tetap Panas Bumi-Operasi Produksi,,,
421641,Pendapatan Iuran Produksi/Royalti Panas Bumi,,,
422131,Pendapatan Bagian Laba BUMN Perbankan di Bawah Kementerian BUMN,,,
422132,Pendapatan Bagian Laba BUMN Non Perbankan di Bawah Kementerian BUMN,,,
422141,Pendapatan Bagian Laba BUMN/Lembaga Perbankan di Bawah Kementerian Keuangan,,,
422142,Pendapatan Bagian Laba BUMN/Lembaga Non Perbankan di Bawah Kementerian Keuangan,,,
422211,Pendapatan dari Surplus Bank Indonesia,,,
422212,Pendapatan dari Surplus Otoritas Jasa Keuangan,,,
422213,Pendapatan dari Surplus Lembaga Penjamin Simpanan,,,
422219,Pendapatan dari Surplus Lembaga Lainnya,,,
423111,"Pendapatan Penjualan Hasil Pertanian, Kehutanan, dan Perkebunan",,,
423112,Pendapatan Penjualan Hasil Peternakan dan Perikanan,,,
423113,Pendapatan Penjualan Hasil Tambang,,,
423114,Pendapatan Penjualan Hasil Sitaan/Rampasan dan Harta Peninggalan,,,
423115,Pendapatan Penjualan Obat-obatan dan Hasil Farmasi Lainnya,,,
423116,"Pendapatan dari Hasil Penerbitan, Film, Survey, Pemetaan, Hasil Cetakan dan Informasi Lainnya",,,
423117,Pendapatan Penjualan Dokumen-dokumen Pelelangan,,,
423118,Pendapatan Penjualan Cadangan Beras Pemerintah Dalam Rangka Operasi Pasar Murni.,,,
423119,Pendapatan Penjualan Lainnya,,,
423121,"Pendapatan Penjualan Tanah, Gedung, dan Bangunan",,,
423122,Pendapatan Penjualan Kendaraan Bermotor,,,
423123,Pendapatan Penjualan Sewa Beli,,,
423124,Pendapatan Penjualan Aset Bekas Milik Asing,,,
423129,Pendapatan Penjualan Aset Lainnya yang Berlebih/Rusak/Dihapuskan,,,
423131,Pendapatan Bersih Hasil Penjualan Bahan Bakar Minyak,,,
423132,Pendapatan Minyak Mentah (DMO),,,
423133,"Pendapatan Denda, Bunga, dan Penalti terkait Kegiatan Usaha Hulu Migas",,,
423139,Pendapatan Lainnya dari kegiatan Hulu Migas,,,
423141,"Pendapatan Sewa Tanah, Gedung, dan Bangunan",,,
423142,Pendapatan Sewa Peralatan dan Mesin,,,
423143,"Pendapatan Sewa Jalan, Irigasi dan Jaringan",,,
423144,"Pendapatan dari KSP Tanah, Gedung, dan Bangunan",,,
423145,Pendapatan dari KSP Peralatan dan Mesin,,,
423146,"Pendapatan dari KSP Jalan, Irigasi dan Jaringan",,,
423147,"Pendapatan dari Bangun, Guna, Serah (BGS)",,,
423148,"Pendapatan dari Bangun, Serah, Guna (BSG)",,,
423149,Pendapatan dari Pemanfaatan BMN Lainnya,,,
423154,Pendapatan atas Pemanfaatan Aset Properti,,,
423155,Pendapatan atas Aset Saham dan Surat Berharga Lain,,,
423211,Pendapatan Rumah Sakit dan Instansi Kesehatan Lainnya,,,
423212,Pendapatan Tempat Hiburan/Taman/ Museum dan Pungutan Usaha Pariwisata Alam (PUPA),,,
423213,"Pendapatan Surat Keterangan, Visa, Paspor",,,
,,,,
Hal :,14,,,
,,,,
KODE AKUN (BAGAN AKUN STANDAR),,,,
,,,,
423214,Pendapatan Hak dan Perijinan,,,
423215,"Pendapatan Sensor, Karantina, Pengawasan, Pemeriksaan",,,
423216,"Pendapatan jasa tenaga, pekerjaan, informasi, pelatihan dan teknologi sesuai dengan tugas dan",,,
fungsi masing-masing Kementerian Negara/Lembaga,,,,
423217,Pendapatan Jasa Kantor Urusan Agama,,,
423218,"Pendapatan Jasa Bandar Udara, Kepelabuhan, dan Kenavigasian",,,
423219,Pendapatan Pelayanan Pertanahan,,,
423221,Pendapatan Jasa Lembaga Keuangan (Jasa Giro),,,
423222,Pendapatan Jasa Penyelenggaraan Telekomunikasi dan Jasa Penyelenggaraan Penyiaran,,,
423223,Pendapatan Iuran Lelang untuk Fakir Miskin,,,
423224,Pendapatan Jasa Catatan Sipil,,,
423225,Pendapatan Biaya Penagihan Pajak Negara dengan Surat Paksa,,,
423226,Pendapatan Uang Pewarganegaraan,,,
423227,Pendapatan Bea Lelang,,,
423228,Pendapatan Biaya Pengurusan Piutang dan Lelang Negara,,,
423229,Pendapatan Registrasi Dokter dan Dokter Gigi,,,
423231,Pendapatan dari Pemberian Surat Perjalanan RI,,,
423232,Pendapatan dari Jasa Pengurusan Dokumen Konsuler,,,
423233,Pendapatan Jasa Pelayanan pada Kantor Dagang dan Ekonomi Indonesia di Luar Negeri,,,
423239,Pendapatan Rutin Lainnya dari Luar Negeri,,,
423241,Pendapatan Layanan Jasa Perbankan,,,
423242,Pendapatan jasa bank dari penerusan pinjaman,,,
423243,Pendapatan biaya lain-lain penerusan pinjaman,,,
423251,Pendapatan atas Penertiban SP2D dalam Rangka TSA,,,
423252,Pendapatan atas Penempatan Uang Negara pada Bank Umum,,,
423253,Pendapatan dari Pelaksanaan Treasury Notional,,,
423254,Pendapatan atas Penempatan Uang Negara pada Bank Indonesia,,,
423261,Pendapatan Penerbitan Surat Izin Mengemudi (SIM),,,
423262,Pendapatan Surat Tanda Nomor Kendaraan (STNK),,,
423263,Pendapatan Surat Tanda Coba Kendaraan (STCK),,,
423264,Pendapatan Buku Pemilik Kendaraan Bermotor (BPKB),,,
423265,Pendapatan Tanda Nomor Kendaraan Bermotor (TNKB),,,
423266,Pendapatan Uji Keterampilan Pengemudi,,,
423267,Pendapatan Penerbitan Surat Ijin Senjata Api dan Bahan Peledak,,,
423268,Pendapatan Perpanjangan Surat Izin Mengemudi (SIM),,,
423269,Pendapatan Nomor Registrasi Kendaraan Bermotor Pilihan,,,
423271,Pendapatan Jasa Pelayanan Jalan Tol Suramadu,,,
423272,Pendapatan yang berasal dari BPJS Kesehatan pada Fasilitas Kesehatan Tingkat Pertama,,,
423273,Pendapatan yang berasal dari BPJS Kesehatan pada Fasilitas Kesehatan Tingkat Lanjutan,,,
423274,Pendapatan dari penggunaan spektrum dan frekuensi radio,,,
423281,Pendapatan Penerbitan Surat Mutasi Kendaraan Ke Luar Daerah,,,
423282,Pendapatan Penerbitan Surat Keterangan Catatan Kepolisian,,,
423283,Pendapatan Penerbitan Surat Keterangan Lapor Diri,,,
423284,Pendapatan Penerbitan Kartu Sidik Jari (Inafis Card),,,
423285,Pendapatan Denda Pelanggaran Lalu Lintas,,,
423286,Pendapatan Pengamanan Obyek Vital,,,
423287,Pendapatan Pelayanan Satuan Pengamanan,,,
423289,Pendapatan Pelayanan Kepolisian Lainnya,,,
423291,Pendapatan Jasa Lainnya,,,
423292,Pendapatan Bea Lelang oleh Balai Lelang/ Pejabat Lelang Kelas II,,,
423293,Pendapatan Bea Lelang Pegadaian,,,
,,,,
Hal :,15,,,
,,,,
KODE AKUN (BAGAN AKUN STANDAR),,,,
,,,,
423294,Pendapatan Jasa Siaran,,,
423295,Pendapatan Jasa Non Siaran,,,
423311,Pendapatan Bunga atas Investasi dalam Obligasi,,,
423312,Pendapatan PPA (eks BPPN) atas Bunga Obligasi,,,
423313,Pendapatan Bunga dari Piutang dan Penerusan Pinjaman,,,
423314,Pendapatan Bunga dari Pemberian Kredit Pemerintah,,,
423315,Pendapatan Bunga dari Rekening Pembangunan Hutan,,,
423316,Pendapatan komitmen penerusan pinjaman,,,
423317,Pendapatan Bunga Kredit Program,,,
423319,Pendapatan Bunga Lainnya,,,
423321,Pendapatan Gain on Bond Redemption atas Pembelian Kembali Obligasi Dalam Negeri Jangka,,,
Panjang,,,,
423322,Pendapatan dari transaksi security lending,,,
423331,Pendapatan Premium Obligasi Negara Dalam Negeri/Rupiah,,,
423332,Pendapatan Premium Obligasi Negara Dalam Valuta Asing,,,
423333,Pendapatan Premium atas Surat Berharga Syariah Negara (SBSN) Dalam Negeri/ Rupiah,,,
423334,Pendapatan Premium atas Surat Berharga Syariah Negara (SBSN) Dalam Valuta Asing,,,
423341,Pendapatan atas transaksi security lending SUN,,,
423361,Pendapatan Imbal Jasa Penjaminan Pemerintah,,,
423411,Pendapatan Legalisasi Tanda Tangan,,,
423412,Pendapatan Pengesahan Surat Dibawah Tangan,,,
423413,Pendapatan Uang Meja (Leges) dan Upah Pada Panitera Badan Pengadilan (Peradilan),,,
423414,Pendapatan Hasil Denda/Tilang dan sebagainya,,,
423415,Pendapatan Ongkos Perkara,,,
423416,Pendapatan Penjualan Hasil Lelang Tindak Pidana Korupsi,,,
423417,Pendapatan Penjualan Hasil Lelang Gratifikasi,,,
423419,Pendapatan Kejaksaan dan Peradilan Lainnya,,,
423421,Pendapatan Uang Sitaan Tindak Pidana Pencucian Uang yang Telah Ditetapkan Pengadilan,,,
423422,Pendapatan Penjualan Hasil Lelang Tindak Pidana Pencucian Uang,,,
423511,Pendapatan Uang Pendidikan,,,
423512,"Pendapatan Uang Ujian Masuk, Kenaikan Tingkat, dan Akhir Pendidikan",,,
423513,Pendapatan Uang Ujian untuk Menjalankan Praktek,,,
423519,Pendapatan Pendidikan Lainnya,,,
423611,Pendapatan Uang Sitaan Hasil Korupsi yang Telah Ditetapkan Pengadilan,,,
423612,Pendapatan Gratifikasi yang Ditetapkan KPK Menjadi Milik Negara,,,
423613,Pendapatan dari Pengembalian Penyalahgunaan Penyelenggaraan Keuangan,,,
423614,Pendapatan uang pengganti tindak pidana korupsi yang ditetapkan di pengadilan,,,
423615,Pendapatan Hasil Pengembalian Uang Negara,,,
423711,Pendapatan Iuran Badan Usaha dari kegiatan usaha penyediaan dan pendistribusian BBM,,,
423712,Pendapatan Iuran Badan Usaha dari kegiatan usaha pengangkutan Gas Bumi melalui Pipa,,,
423713,Pendapatan Iuran Badan Usaha di Bidang Pasar Modal dan Lembaga Keuangan,,,
423721,Pendapatan Dana Pengamanan Hutan,,,
423722,Pendapatan Penyelesaian Sengketa Lingkungan hidup Melalui Pengadilan dan di Luar Pengadilan,,,
423723,Pendapatan Ganti Rugi Penggantian Tanaman Hasil Reboisasi,,,
423731,Pendapatan Iuran Menangkap/Mengambil/ Mengangkut Satwa Liar/ Mengambil/ Mengangkut,,,
,"Tumbuhan Alam Hidup, Termasuk Sarang Burung Walet di Kawasan Konservasi",,,
423732,Pendapatan Pungutan  Izin Pengusahaan Pariwisata Alam (PIPPA),,,
423733,Pendapatan Pungutan Izin Pengusahaan Taman Buru (PIPTB),,,
423734,Pendapatan Pungutan Izin Berburu di Taman Buru dan Areal Buru (PIB),,,
423735,Pendapatan Pungutan Masuk Obyek Wisata Alam,,,
423736,Pendapatan Iuran Hasil Usaha Pengusahaan Pariwisata Alam (IHUPA),,,
,16,Hal :,,
,,,,
,KODE AKUN (BAGAN AKUN STANDAR),,,
,,,,
423737,Pendapatan Iuran Hasil Usaha Perburuan di Taman Buru (IHUPTB),,,
423738,Pendapatan Penggantian Nilai Tegakan dan Ganti Rugi Tegakan,,,
423739,Pendapatan Pungutan Hasil Usaha Jasa Wisata Alam,,,
423741,Pendapatan Penerimaan Dana Kompensasi Pelestarian Sumber Daya Alam Kelautan,,,
423751,Pendapatan Denda Pelanggaran Eksploitasi Hutan dan Denda Terkait Kegiatan Pidana,,,
423752,Pendapatan Denda Keterlambatan Penyelesaian Pekerjaan Pemerintah,,,
423753,Pendapatan Denda Administrasi BPHTB,,,
423754,Pendapatan Denda Pelanggaran di Bidang Pasar Modal,,,
423755,Pendapatan Denda Pelanggaran di Bidang Persaingan Usaha,,,
423756,Pendapatan Denda Pelaksanaan Rekening Pengeluaran Bersaldo Nihil dalam Rangka TSA,,,
423757,Pendapatan Denda atas Pelaksanaan Penempatan uang Negara di Bank Umum dan Bank,,,
,Indonesia,,,
423758,Pendapatan Denda atas Pelaksanaan Treasury Notional Pooling,,,
423759,Pendapatan Denda Pelaksanaan Rekening Penerimaan Bersaldo Nihil dalam Rangka TSA,,,
423761,Pendapatan Denda atas Kekurangan/ Keterlambatan Pelimpahan Saldo BO II ke BO I,,,
423762,Pendapatan Denda atas Kekurangan/ Keterlambatan Pembagian PBB oleh BO III PBB,,,
423763,Pendapatan Denda atas Keterlambatan Pengembalian Penerusan Pinjaman,,,
423765,Denda Administrasi bidang Perlindungan Hutan dan Konservasi Alam (PHKA),,,
423766,Pendapatan Denda Administrasi Akuntan Publik dan Kantor Akuntan Publik,,,
423767,Pendapatan Denda atas Keterlambatan Penyampaian Laporan oleh debitur Kredit Pemerintah,,,
,(KUMK),,,
423768,Pendapatan Denda atas Keterlambatan Penyampaian Laporan oleh debitur Penerusan Pinjaman,,,
423769,Pendapatan Denda Lainnya,,,
423771,Pendapatan Izin Pemanfaatan Kawasan Hutan,,,
423772,Pendapatan Iuran Izin Usaha Pemanfaatan Jasa Lingkungan pada Hutan Produksi (IIUPJL),,,
423773,Pendapatan Iuran Izin Usaha Penyedia Jasa Wisata Alam,,,
423911,Penerimaan Kembali Belanja Pegawai Pusat TAYL,,,
423912,Penerimaan Kembali Belanja Pensiun TAYL,,,
423913,Penerimaan Kembali Belanja Lainnya TAYL,,,
423915,Penerimaan Kembali Belanja Lainnya Hibah TAYL,,,
423921,Pendapatan Pelunasan Piutang Non Bendahara,,,
423922,Pendapatan Pelunasan Ganti Rugi atas Kerugian yang Diderita Oleh Negara (Masuk TP/TGR),,,
,Bendahara,,,
423931,Pendapatan dari Penutupan Rekening,,,
423941,Pendapatan dari Selisih kurs dalam pengelolaan RKUN,,,
423942,Pendapatan dari Untung Selisih Kurs Uang Persediaan Satker Perwakilan RI,,,
423951,Penerimaan Kembali Belanja Pegawai Pusat TAYL,,,
423952,Penerimaan Kembali Belanja Barang Tahun Anggaran Yang Lalu,,,
423953,Penerimaan Kembali Belanja Modal Tahun Anggaran Yang Lalu,,,
423954,Penerimaan Kembali Belanja Pembayaran Kewajiban Utang Tahun Anggaran Yang Lalu,,,
423955,Penerimaan Kembali Belanja Subsidi Tahun Anggaran Yang Lalu,,,
423956,Penerimaan Kembali Belanja Hibah Tahun Anggaran Yang Lalu,,,
423957,Penerimaan Kembali Belanja Bantuan Sosial Tahun Anggaran Yang Lalu,,,
423958,Penerimaan Kembali Belanja Lain-lain Tahun Anggaran Yang Lalu,,,
423959,Penerimaan Kembali Transfer ke Daerah dan Dana Desa Tahun Anggaran Yang Lalu,,,
423961,Pendapatan dalam Rangka Refund Dana PHLN,,,
423962,Pendapatan dari Retur SP2D,,,
423963,Pendapatan Surplus Pungutan Otoritas Jasa Keuangan,,,
423964,Pendapatan dari Hibah yang Belum Disahkan,,,
423991,Penerimaan Kembali Persekot/Uang Muka Gaji,,,
423992,Penerimaan Premi Penjaminan Perbankan Nasional,,,
423993,Pendapatan  dari Gerakan Nasional Rehabilitasi Hutan dan Lahan (GNRHL),,,
,Hal :,17,,
,,,,
KODE AKUN (BAGAN AKUN STANDAR),,,,
,,,,
423994,Pendapatan dari Biaya Pengawasan HET Minyak Tanah,,,
423995,Pendapatan Bagian Pemerintah dari Sisa Surplus Bank Indonesia,,,
423996,Pendapatan Jasa Perbendaharaan,,,
423997,Pendapatan Kelebihan Pelimpahan Pajak/PNBP dari Bank/Pos Persepsi,,,
423999,Pendapatan Anggaran Lain-lain,,,
424111,Pendapatan Jasa Pelayanan  Rumah Sakit,,,
424112,Pendapatan Jasa Pelayanan Pendidikan,,,
424113,"Pendapatan Jasa Pelayanan Tenaga, Pekerjaan, Informasi, Pelatihan dan Teknologi",,,
424114,Pendapatan Jasa Pencetakan,,,
424115,"Pendapatan Jasa Bandar Udara, Kepelabuhan dan Kenavigasian",,,
424116,Pendapatan Jasa Penyelenggaraan Telekomunikasi,,,
424117,Pendapatan Jasa Pelayanan Pemasaran,,,
424118,Pendapatan Penyediaan Barang,,,
424119,Pendapatan Jasa Penyediaan Barang dan Jasa Lainnya,,,
424121,Pendapatan Pengelolaan Kawasan Otorita,,,
424122,Pendapatan Pengelolaan Kawasan Pengembangan Ekonomi Terpadu,,,
424123,Pendapatan Pengelolaan Fasilitas Umum Milik Pemerintah,,,
424129,Pendapatan Pengelolaan Kawasan Lainnya,,,
424131,Pendapatan Program Dana Penjaminan,,,
424132,Pendapatan Program Dana Penjaminan Syariah,,,
424133,Pendapatan Program Modal Ventura,,,
424134,Pendapatan Program Dana Bergulir Sektoral,,,
424135,Pendapatan Program Dana Bergulir Syariah,,,
424136,Pendapatan Investasi,,,
424137,Pendapatan Pengelolaan Dana Pengembangan Pendidikan Nasional,,,
